qid,question,answer,qid,question,answer,concepts,numbers,units,relations
189,"which one being reduced in light independent phase, produce carbohydrate?",co_{2},189,"which one being reduced in light independent phase, produce carbohydrate?",co_{2},"['phase', 'co_{2', 'carbohydrate', 'light', 'independent', 'reduce', 'produce']",['one'],[],[]
190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",i,190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",i,"['ii', 'iii', 'plastid', 'chromoplast\niii', '.', 'i.', 'papaya?-', 'green', 'correct', 'leucoplast', 'type', 'find', 'chloroplast', 'chromoplast']",['one'],['m'],['type of']
190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",ii,190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",ii,"['ii', 'iii', 'plastid', 'chromoplast\niii', '.', 'i.', 'papaya?-', 'green', 'correct', 'leucoplast', 'type', 'find', 'chloroplast', 'chromoplast']",['one'],['m'],['type of']
190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",ii and iii,190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",ii and iii,"['ii', 'iii', 'plastid', 'chromoplast\niii', '.', 'i.', 'papaya?-', 'green', 'correct', 'leucoplast', 'type', 'find', 'chloroplast', 'chromoplast']",['one'],['m'],['type of']
190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",ii and iii,190,"which type of plastid is found in green papaya?-
i. chloroplast
ii. chromoplast
iii. leucoplast
which one is correct?",ii and iii,"['ii', 'iii', 'plastid', 'chromoplast\niii', '.', 'i.', 'papaya?-', 'green', 'correct', 'leucoplast', 'type', 'find', 'chloroplast', 'chromoplast']",['one'],['m'],['type of']
191,how many carbons are in oxalo acetic acid?,2,191,how many carbons are in oxalo acetic acid?,2,"['carbon', 'oxalo', 'acid', 'acetic']",['2'],['m'],[]
191,how many carbons are in oxalo acetic acid?,3,191,how many carbons are in oxalo acetic acid?,3,"['carbon', 'oxalo', 'acid', 'acetic']",['3'],['m'],[]
191,how many carbons are in oxalo acetic acid?,4,191,how many carbons are in oxalo acetic acid?,4,"['carbon', 'oxalo', 'acid', 'acetic']",['4'],['m'],[]
191,how many carbons are in oxalo acetic acid?,6,191,how many carbons are in oxalo acetic acid?,6,"['carbon', 'oxalo', 'acid', 'acetic']",['6'],['m'],[]
192,which one is squamous epithelial tissue?,collecting tubules of the kidney,192,which one is squamous epithelial tissue?,collecting tubules of the kidney,"['squamous', 'epithelial', 'tubule', 'tissue', 'collect', 'kidney']",['one'],['m'],[]
192,which one is squamous epithelial tissue?,bowman's capsule of kidney,192,which one is squamous epithelial tissue?,bowman's capsule of kidney,"['bowman', 'squamous', 'epithelial', 'tissue', 'kidney', 'capsule']",['one'],['m'],[]
192,which one is squamous epithelial tissue?,wall of intestine,192,which one is squamous epithelial tissue?,wall of intestine,"['squamous', 'epithelial', 'wall', 'tissue', 'intestine']",['one'],['m'],[]
192,which one is squamous epithelial tissue?,trachea of animals,192,which one is squamous epithelial tissue?,trachea of animals,"['trachea', 'squamous', 'epithelial', 'tissue', 'animal']",['one'],['m'],[]
193,which one is the external factor of respiration?,enzyme,193,which one is the external factor of respiration?,enzyme,"['respiration', 'external', 'factor', 'enzyme']",['one'],['m'],[]
193,which one is the external factor of respiration?,intracellular water,193,which one is the external factor of respiration?,intracellular water,"['external', 'factor', 'water', 'intracellular', 'respiration']",['one'],[],[]
193,which one is the external factor of respiration?,oxygen,193,which one is the external factor of respiration?,oxygen,"['oxygen', 'respiration', 'external', 'factor']",['one'],[],[]
193,which one is the external factor of respiration?,inorganic salt,193,which one is the external factor of respiration?,inorganic salt,"['external', 'factor', 'inorganic', 'respiration', 'salt']",['one'],[],[]
194,what is called parenchyma cell with air filled spaces in aquatic plants?,collenchyma,194,what is called parenchyma cell with air filled spaces in aquatic plants?,collenchyma,"['call', 'cell', 'space', 'aquatic', 'air', 'collenchyma', 'fill', 'plant', 'parenchyma']",[],['m'],[]
194,what is called parenchyma cell with air filled spaces in aquatic plants?,aerenchyma,194,what is called parenchyma cell with air filled spaces in aquatic plants?,aerenchyma,"['call', 'cell', 'space', 'aquatic', 'air', 'fill', 'plant', 'parenchyma']",[],['m'],[]
194,what is called parenchyma cell with air filled spaces in aquatic plants?,sclerenchyma,194,what is called parenchyma cell with air filled spaces in aquatic plants?,sclerenchyma,"['call', 'cell', 'space', 'aquatic', 'air', 'fill', 'sclerenchyma', 'plant', 'parenchyma']",[],['m'],[]
194,what is called parenchyma cell with air filled spaces in aquatic plants?,chlorenchyma,194,what is called parenchyma cell with air filled spaces in aquatic plants?,chlorenchyma,"['call', 'cell', 'space', 'aquatic', 'chlorenchyma', 'air', 'fill', 'plant', 'parenchyma']",[],['m'],[]
195,what kind of fruit chalita is?,compound,195,what kind of fruit chalita is?,compound,"['fruit', 'compound', 'kind', 'chalita']",[],['m'],[]
195,what kind of fruit chalita is?,agregate,195,what kind of fruit chalita is?,agregate,"['agregate', 'fruit', 'kind', 'chalita']",[],[],[]
195,what kind of fruit chalita is?,false,195,what kind of fruit chalita is?,false,"['kind', 'fruit', 'false', 'chalita']",[],[],[]
195,what kind of fruit chalita is?,true,195,what kind of fruit chalita is?,true,"['chalita', 'fruit', 'kind', 'true']",[],[],[]
196,which controls all the biological activities of a cell?,nucleus,196,which controls all the biological activities of a cell?,nucleus,"['nucleus', 'cell', 'control', 'activity', 'biological']",[],[],[]
196,which controls all the biological activities of a cell?,ribosome,196,which controls all the biological activities of a cell?,ribosome,"['ribosome', 'cell', 'control', 'activity', 'biological']",[],['m'],[]
196,which controls all the biological activities of a cell?,luysosome,196,which controls all the biological activities of a cell?,luysosome,"['cell', 'luysosome', 'control', 'activity', 'biological']",[],['m'],[]
196,which controls all the biological activities of a cell?,mitochondria,196,which controls all the biological activities of a cell?,mitochondria,"['cell', 'mitochondria', 'control', 'activity', 'biological']",[],['m'],[]
197,what is embryo called when it arrives uterus from the oviduct?,fetus,197,what is embryo called when it arrives uterus from the oviduct?,fetus,"['call', 'uterus', 'oviduct', 'embryo', 'arrive', 'fetus']",[],['m'],[]
197,what is embryo called when it arrives uterus from the oviduct?,morula,197,what is embryo called when it arrives uterus from the oviduct?,morula,"['call', 'uterus', 'oviduct', 'embryo', 'arrive', 'morula']",[],['m'],[]
197,what is embryo called when it arrives uterus from the oviduct?,blastosist,197,what is embryo called when it arrives uterus from the oviduct?,blastosist,"['call', 'uterus', 'oviduct', 'embryo', 'arrive', 'blastosist']",[],['m'],[]
197,what is embryo called when it arrives uterus from the oviduct?,zygote,197,what is embryo called when it arrives uterus from the oviduct?,zygote,"['call', 'uterus', 'oviduct', 'embryo', 'arrive', 'zygote']",[],['m'],[]
198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?",i and ii,198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?",i and ii,"['ii', 'cell', 'capture', 'swapnil', 'biology', '.', 'correct', 'manufacture', 'organelle-', 'watch', 'online', 'food', 'help', 'material', 'pigment', 'iii', 'secon', 'energy', 'light', 'i.', 'class', 'pollination', 'contain', 'hereditary', 'organelle', 'function']","['first', 'one', 'two']",['m'],[]
198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?",i and iii,198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?",i and iii,"['ii', 'cell', 'capture', 'swapnil', 'biology', '.', 'correct', 'manufacture', 'organelle-', 'watch', 'online', 'food', 'help', 'material', 'pigment', 'iii', 'secon', 'energy', 'light', 'i.', 'class', 'pollination', 'contain', 'hereditary', 'organelle', 'function']","['first', 'one', 'two']",['m'],[]
198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?",ii and iii,198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?",ii and iii,"['ii', 'cell', 'capture', 'swapnil', 'biology', '.', 'correct', 'manufacture', 'organelle-', 'watch', 'online', 'food', 'help', 'material', 'pigment', 'iii', 'secon', 'energy', 'light', 'i.', 'class', 'pollination', 'contain', 'hereditary', 'organelle', 'function']","['first', 'one', 'two']",['m'],[]
198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?","i, ii and iii",198,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
function of first organelle-
i. manufacture food
ii. help in pollination
iii. capture light energy
which one is correct?","i, ii and iii","['ii', 'cell', 'capture', 'swapnil', 'biology', '.', 'correct', 'manufacture', 'organelle-', 'watch', 'online', 'food', 'help', 'material', 'pigment', 'iii', 'secon', 'energy', 'light', 'i.', 'class', 'pollination', 'contain', 'hereditary', 'organelle', 'function']","['first', 'one', 'two']",['m'],[]
199,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
which one is correct in case of two organelles of the stem?",both memberane is porus,199,"in online biology class swapnil watched two cell organelles. first organelle contains pigment and secon organelle contains hereditary material.
which one is correct in case of two organelles of the stem?",both memberane is porus,"['case', 'cell', 'swapnil', 'biology', 'correct', 'watch', 'online', 'secon', 'material', 'pigment', 'porus', 'memberane', 'class', 'stem', 'contain', 'hereditary', 'organelle']","['first', 'one', 'two']",['m'],[]
